preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Option A2 gives 5 points. Option A3 gives 10 points. Option A1 gives 20 points. A2 is,best.,A2,best,1,"[(-5.1808977127075195, -2.5904488563537598, [-4.280732154846191, -0.9001655578613281])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A3 gives 10 points. Option A1 gives 20 points. A3 is,best.,A3,best,2,"[(-4.766801834106445, -2.3834009170532227, [-4.017629623413086, -0.7491722106933594])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A2 gives 10 points. Option A1 gives 20 points. A1 is,best.,A1,best,3,"[(-4.147470474243164, -2.073735237121582, [-3.3044586181640625, -0.8430118560791016])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A2 gives 10 points. Option A1 gives 20 points. A2 is,best.,A2,best,2,"[(-4.639116287231445, -2.3195581436157227, [-3.799379348754883, -0.8397369384765625])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A2 gives 10 points. Option A1 gives 20 points. A3 is,best.,A3,best,1,"[(-4.639248847961426, -2.319624423980713, [-3.806464195251465, -0.8327846527099609])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A1 gives 10 points. Option A2 gives 20 points. A1 is,best.,A1,best,2,"[(-4.426424980163574, -2.213212490081787, [-3.5767698287963867, -0.8496551513671875])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A1 gives 10 points. Option A2 gives 20 points. A2 is,best.,A2,best,3,"[(-4.12837028503418, -2.06418514251709, [-3.3561248779296875, -0.7722454071044922])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A1 gives 10 points. Option A2 gives 20 points. A3 is,best.,A3,best,1,"[(-4.733726501464844, -2.366863250732422, [-3.909992218017578, -0.8237342834472656])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A2 gives 20 points. Option A3 gives 10 points. A1 is,best.,A1,best,1,"[(-4.269453048706055, -2.1347265243530273, [-3.5368385314941406, -0.7326145172119141])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A2 gives 20 points. Option A3 gives 10 points. A2 is,best.,A2,best,3,"[(-3.6452579498291016, -1.8226289749145508, [-3.0056228637695312, -0.6396350860595703])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A2 gives 20 points. Option A3 gives 10 points. A3 is,best.,A3,best,2,"[(-3.892709732055664, -1.946354866027832, [-3.2150802612304688, -0.6776294708251953])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A3 gives 20 points. Option A2 gives 10 points. A1 is,best.,A1,best,1,"[(-4.339049339294434, -2.169524669647217, [-3.603255271911621, -0.7357940673828125])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A3 gives 20 points. Option A2 gives 10 points. A2 is,best.,A2,best,2,"[(-4.157684326171875, -2.0788421630859375, [-3.4235992431640625, -0.7340850830078125])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A3 gives 20 points. Option A2 gives 10 points. A3 is,best.,A3,best,3,"[(-4.008907318115234, -2.004453659057617, [-3.3639163970947266, -0.6449909210205078])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A1 gives 20 points. Option A3 gives 10 points. A1 is,best.,A1,best,3,"[(-3.7793331146240234, -1.8896665573120117, [-3.1134185791015625, -0.6659145355224609])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A1 gives 20 points. Option A3 gives 10 points. A2 is,best.,A2,best,1,"[(-4.310304641723633, -2.1551523208618164, [-3.5530662536621094, -0.7572383880615234])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A1 gives 20 points. Option A3 gives 10 points. A3 is,best.,A3,best,2,"[(-4.520362854003906, -2.260181427001953, [-3.694782257080078, -0.8255805969238281])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A3 gives 20 points. Option A1 gives 10 points. A1 is,best.,A1,best,2,"[(-4.519187927246094, -2.259593963623047, [-3.735017776489258, -0.7841701507568359])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A3 gives 20 points. Option A1 gives 10 points. A2 is,best.,A2,best,1,"[(-4.529455184936523, -2.2647275924682617, [-3.8027114868164062, -0.7267436981201172])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A3 gives 20 points. Option A1 gives 10 points. A3 is,best.,A3,best,3,"[(-4.15959358215332, -2.07979679107666, [-3.5081233978271484, -0.6514701843261719])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A2 gives 20 points. Option A1 gives 10 points. A1 is,best.,A1,best,2,"[(-4.443321228027344, -2.221660614013672, [-3.5239810943603516, -0.9193401336669922])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A2 gives 20 points. Option A1 gives 10 points. A2 is,best.,A2,best,3,"[(-4.02479362487793, -2.012396812438965, [-3.2867889404296875, -0.7380046844482422])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A2 gives 20 points. Option A1 gives 10 points. A3 is,best.,A3,best,1,"[(-4.407255172729492, -2.203627586364746, [-3.625802993774414, -0.7814521789550781])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A1 gives 20 points. Option A2 gives 10 points. A1 is,best.,A1,best,3,"[(-3.951467514038086, -1.975733757019043, [-3.2098636627197266, -0.7416038513183594])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A1 gives 20 points. Option A2 gives 10 points. A2 is,best.,A2,best,2,"[(-4.345701217651367, -2.1728506088256836, [-3.484151840209961, -0.8615493774414062])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 5 points. Option A1 gives 20 points. Option A2 gives 10 points. A3 is,best.,A3,best,1,"[(-4.530723571777344, -2.265361785888672, [-3.763294219970703, -0.7674293518066406])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A2 gives 5 points. Option A3 gives 20 points. A1 is,best.,A1,best,2,"[(-4.313302993774414, -2.156651496887207, [-3.549039840698242, -0.7642631530761719])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A2 gives 5 points. Option A3 gives 20 points. A2 is,best.,A2,best,1,"[(-4.487112045288086, -2.243556022644043, [-3.586040496826172, -0.9010715484619141])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A2 gives 5 points. Option A3 gives 20 points. A3 is,best.,A3,best,3,"[(-3.7698612213134766, -1.8849306106567383, [-3.109159469604492, -0.6607017517089844])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A3 gives 5 points. Option A2 gives 20 points. A1 is,best.,A1,best,2,"[(-4.515813827514648, -2.257906913757324, [-3.7377777099609375, -0.7780361175537109])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A3 gives 5 points. Option A2 gives 20 points. A2 is,best.,A2,best,3,"[(-3.925504684448242, -1.962752342224121, [-3.2155113220214844, -0.7099933624267578])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A3 gives 5 points. Option A2 gives 20 points. A3 is,best.,A3,best,1,"[(-4.973532676696777, -2.4867663383483887, [-4.129426002502441, -0.8441066741943359])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A1 gives 5 points. Option A3 gives 20 points. A1 is,best.,A1,best,1,"[(-5.083977699279785, -2.5419888496398926, [-4.203291893005371, -0.8806858062744141])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A1 gives 5 points. Option A3 gives 20 points. A2 is,best.,A2,best,2,"[(-4.387605667114258, -2.193802833557129, [-3.5951404571533203, -0.7924652099609375])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A1 gives 5 points. Option A3 gives 20 points. A3 is,best.,A3,best,3,"[(-4.1376190185546875, -2.0688095092773438, [-3.388019561767578, -0.7495994567871094])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A3 gives 5 points. Option A1 gives 20 points. A1 is,best.,A1,best,3,"[(-4.036460876464844, -2.018230438232422, [-3.350740432739258, -0.6857204437255859])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A3 gives 5 points. Option A1 gives 20 points. A2 is,best.,A2,best,2,"[(-4.963991165161133, -2.4819955825805664, [-4.158851623535156, -0.8051395416259766])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A3 gives 5 points. Option A1 gives 20 points. A3 is,best.,A3,best,1,"[(-5.118474960327148, -2.559237480163574, [-4.313447952270508, -0.8050270080566406])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A2 gives 5 points. Option A1 gives 20 points. A1 is,best.,A1,best,3,"[(-4.182865142822266, -2.091432571411133, [-3.295713424682617, -0.8871517181396484])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A2 gives 5 points. Option A1 gives 20 points. A2 is,best.,A2,best,1,"[(-5.173457145690918, -2.586728572845459, [-4.151921272277832, -1.021535873413086])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A2 gives 5 points. Option A1 gives 20 points. A3 is,best.,A3,best,2,"[(-4.399440765380859, -2.1997203826904297, [-3.5937976837158203, -0.8056430816650391])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A1 gives 5 points. Option A2 gives 20 points. A1 is,best.,A1,best,1,"[(-5.412625312805176, -2.706312656402588, [-4.451092720031738, -0.9615325927734375])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A1 gives 5 points. Option A2 gives 20 points. A2 is,best.,A2,best,3,"[(-4.200841903686523, -2.1004209518432617, [-3.380077362060547, -0.8207645416259766])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A1 gives 5 points. Option A2 gives 20 points. A3 is,best.,A3,best,2,"[(-4.446735382080078, -2.223367691040039, [-3.6721973419189453, -0.7745380401611328])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A2 gives 20 points. Option A3 gives 5 points. A1 is,best.,A1,best,2,"[(-4.011524200439453, -2.0057621002197266, [-3.2637786865234375, -0.7477455139160156])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A2 gives 20 points. Option A3 gives 5 points. A2 is,best.,A2,best,3,"[(-3.799837112426758, -1.899918556213379, [-3.070993423461914, -0.7288436889648438])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A2 gives 20 points. Option A3 gives 5 points. A3 is,best.,A3,best,1,"[(-4.26469612121582, -2.13234806060791, [-3.5274734497070312, -0.7372226715087891])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A3 gives 20 points. Option A2 gives 5 points. A1 is,best.,A1,best,2,"[(-4.209165573120117, -2.1045827865600586, [-3.4783687591552734, -0.7307968139648438])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A3 gives 20 points. Option A2 gives 5 points. A2 is,best.,A2,best,1,"[(-4.385764122009277, -2.1928820610046387, [-3.6298837661743164, -0.7558803558349609])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 10 points. Option A3 gives 20 points. Option A2 gives 5 points. A3 is,best.,A3,best,3,"[(-4.255224227905273, -2.1276121139526367, [-3.573923110961914, -0.6813011169433594])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A1 gives 20 points. Option A3 gives 5 points. A1 is,best.,A1,best,3,"[(-4.037141799926758, -2.018570899963379, [-3.3202152252197266, -0.7169265747070312])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A1 gives 20 points. Option A3 gives 5 points. A2 is,best.,A2,best,2,"[(-4.161226272583008, -2.080613136291504, [-3.412281036376953, -0.7489452362060547])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A1 gives 20 points. Option A3 gives 5 points. A3 is,best.,A3,best,1,"[(-4.8194990158081055, -2.4097495079040527, [-3.9878225326538086, -0.8316764831542969])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A3 gives 20 points. Option A1 gives 5 points. A1 is,best.,A1,best,1,"[(-4.769399642944336, -2.384699821472168, [-3.9625110626220703, -0.8068885803222656])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A3 gives 20 points. Option A1 gives 5 points. A2 is,best.,A2,best,2,"[(-4.656726837158203, -2.3283634185791016, [-3.8579063415527344, -0.7988204956054688])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 10 points. Option A3 gives 20 points. Option A1 gives 5 points. A3 is,best.,A3,best,3,"[(-4.429716110229492, -2.214858055114746, [-3.7492904663085938, -0.6804256439208984])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A2 gives 20 points. Option A1 gives 5 points. A1 is,best.,A1,best,1,"[(-4.931413650512695, -2.4657068252563477, [-3.9261722564697266, -1.0052413940429688])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A2 gives 20 points. Option A1 gives 5 points. A2 is,best.,A2,best,3,"[(-4.390430450439453, -2.1952152252197266, [-3.5546493530273438, -0.8357810974121094])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A2 gives 20 points. Option A1 gives 5 points. A3 is,best.,A3,best,2,"[(-4.2461700439453125, -2.1230850219726562, [-3.4479007720947266, -0.7982692718505859])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A1 gives 20 points. Option A2 gives 5 points. A1 is,best.,A1,best,3,"[(-4.2392168045043945, -2.1196084022521973, [-3.4518327713012695, -0.787384033203125])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A1 gives 20 points. Option A2 gives 5 points. A2 is,best.,A2,best,1,"[(-4.556663513183594, -2.278331756591797, [-3.714559555053711, -0.8421039581298828])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 10 points. Option A1 gives 20 points. Option A2 gives 5 points. A3 is,best.,A3,best,2,"[(-4.223966598510742, -2.111983299255371, [-3.4806270599365234, -0.7433395385742188])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A2 gives 10 points. Option A3 gives 5 points. A1 is,best.,A1,best,3,"[(-3.963907241821289, -1.9819536209106445, [-3.2615966796875, -0.7023105621337891])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A2 gives 10 points. Option A3 gives 5 points. A2 is,best.,A2,best,2,"[(-4.212285995483398, -2.106142997741699, [-3.388975143432617, -0.8233108520507812])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A2 gives 10 points. Option A3 gives 5 points. A3 is,best.,A3,best,1,"[(-4.95111083984375, -2.475555419921875, [-4.051490783691406, -0.8996200561523438])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A3 gives 10 points. Option A2 gives 5 points. A1 is,best.,A1,best,3,"[(-3.9702835083007812, -1.9851417541503906, [-3.2315101623535156, -0.7387733459472656])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A3 gives 10 points. Option A2 gives 5 points. A2 is,best.,A2,best,1,"[(-4.5328826904296875, -2.2664413452148438, [-3.704042434692383, -0.8288402557373047])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A3 gives 10 points. Option A2 gives 5 points. A3 is,best.,A3,best,2,"[(-4.58493709564209, -2.292468547821045, [-3.781142234802246, -0.8037948608398438])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A1 gives 10 points. Option A3 gives 5 points. A1 is,best.,A1,best,2,"[(-4.999675750732422, -2.499837875366211, [-4.022573471069336, -0.9771022796630859])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A1 gives 10 points. Option A3 gives 5 points. A2 is,best.,A2,best,3,"[(-4.166593551635742, -2.083296775817871, [-3.3973617553710938, -0.7692317962646484])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A1 gives 10 points. Option A3 gives 5 points. A3 is,best.,A3,best,1,"[(-5.5336456298828125, -2.7668228149414062, [-4.417011260986328, -1.1166343688964844])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A3 gives 10 points. Option A1 gives 5 points. A1 is,best.,A1,best,1,"[(-5.016887664794922, -2.508443832397461, [-4.016035079956055, -1.0008525848388672])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A3 gives 10 points. Option A1 gives 5 points. A2 is,best.,A2,best,3,"[(-4.26666259765625, -2.133331298828125, [-3.4479103088378906, -0.8187522888183594])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A3 gives 10 points. Option A1 gives 5 points. A3 is,best.,A3,best,2,"[(-4.673444747924805, -2.3367223739624023, [-3.829183578491211, -0.8442611694335938])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A2 gives 10 points. Option A1 gives 5 points. A1 is,best.,A1,best,1,"[(-5.5374603271484375, -2.7687301635742188, [-4.29987907409668, -1.2375812530517578])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A2 gives 10 points. Option A1 gives 5 points. A2 is,best.,A2,best,2,"[(-4.88707160949707, -2.443535804748535, [-3.9026145935058594, -0.9844570159912109])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A2 gives 10 points. Option A1 gives 5 points. A3 is,best.,A3,best,3,"[(-4.244636535644531, -2.1223182678222656, [-3.4499969482421875, -0.7946395874023438])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A1 gives 10 points. Option A2 gives 5 points. A1 is,best.,A1,best,2,"[(-5.282411575317383, -2.6412057876586914, [-4.2173919677734375, -1.0650196075439453])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A1 gives 10 points. Option A2 gives 5 points. A2 is,best.,A2,best,1,"[(-5.131511688232422, -2.565755844116211, [-4.025087356567383, -1.106424331665039])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A1 gives 10 points. Option A2 gives 5 points. A3 is,best.,A3,best,3,"[(-4.18000602722168, -2.09000301361084, [-3.4271488189697266, -0.7528572082519531])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A2 gives 5 points. Option A3 gives 10 points. A1 is,best.,A1,best,3,"[(-3.7180328369140625, -1.8590164184570312, [-3.087738037109375, -0.6302947998046875])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A2 gives 5 points. Option A3 gives 10 points. A2 is,best.,A2,best,1,"[(-3.9377355575561523, -1.9688677787780762, [-3.2333574295043945, -0.7043781280517578])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A2 gives 5 points. Option A3 gives 10 points. A3 is,best.,A3,best,2,"[(-3.834165573120117, -1.9170827865600586, [-3.1793670654296875, -0.6547985076904297])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A3 gives 5 points. Option A2 gives 10 points. A1 is,best.,A1,best,3,"[(-3.93597412109375, -1.967987060546875, [-3.2567386627197266, -0.6792354583740234])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A3 gives 5 points. Option A2 gives 10 points. A2 is,best.,A2,best,2,"[(-4.129646301269531, -2.0648231506347656, [-3.3946304321289062, -0.735015869140625])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 20 points. Option A3 gives 5 points. Option A2 gives 10 points. A3 is,best.,A3,best,1,"[(-4.506183624267578, -2.253091812133789, [-3.7888870239257812, -0.7172966003417969])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A1 gives 5 points. Option A3 gives 10 points. A1 is,best.,A1,best,1,"[(-4.570095062255859, -2.2850475311279297, [-3.720548629760742, -0.8495464324951172])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A1 gives 5 points. Option A3 gives 10 points. A2 is,best.,A2,best,3,"[(-3.901254653930664, -1.950627326965332, [-3.201496124267578, -0.6997585296630859])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A1 gives 5 points. Option A3 gives 10 points. A3 is,best.,A3,best,2,"[(-4.24713134765625, -2.123565673828125, [-3.4702911376953125, -0.7768402099609375])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A3 gives 5 points. Option A1 gives 10 points. A1 is,best.,A1,best,2,"[(-4.366943359375, -2.1834716796875, [-3.6195507049560547, -0.7473926544189453])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A3 gives 5 points. Option A1 gives 10 points. A2 is,best.,A2,best,3,"[(-4.118105888366699, -2.0590529441833496, [-3.422938346862793, -0.6951675415039062])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 20 points. Option A3 gives 5 points. Option A1 gives 10 points. A3 is,best.,A3,best,1,"[(-4.584454536437988, -2.292227268218994, [-3.8541479110717773, -0.7303066253662109])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A2 gives 5 points. Option A1 gives 10 points. A1 is,best.,A1,best,2,"[(-4.436941146850586, -2.218470573425293, [-3.5246505737304688, -0.9122905731201172])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A2 gives 5 points. Option A1 gives 10 points. A2 is,best.,A2,best,1,"[(-4.562314987182617, -2.2811574935913086, [-3.6876220703125, -0.8746929168701172])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A2 gives 5 points. Option A1 gives 10 points. A3 is,best.,A3,best,3,"[(-4.066385269165039, -2.0331926345825195, [-3.337503433227539, -0.7288818359375])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A1 gives 5 points. Option A2 gives 10 points. A1 is,best.,A1,best,1,"[(-4.98301887512207, -2.491509437561035, [-4.0479736328125, -0.9350452423095703])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A1 gives 5 points. Option A2 gives 10 points. A2 is,best.,A2,best,2,"[(-4.407123565673828, -2.203561782836914, [-3.5349864959716797, -0.8721370697021484])]",13015864320,meta-llama_Llama-2-13b-hf
Option A3 gives 20 points. Option A1 gives 5 points. Option A2 gives 10 points. A3 is,best.,A3,best,3,"[(-4.0716400146484375, -2.0358200073242188, [-3.3837852478027344, -0.6878547668457031])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A2 gives 10 points. Option A3 gives 20 points. A1 is,worst.,A1,worst,3,"[(-10.587223052978516, -5.293611526489258, [-8.893865585327148, -1.6933574676513672])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A2 gives 10 points. Option A3 gives 20 points. A2 is,worst.,A2,worst,2,"[(-10.839067459106445, -5.419533729553223, [-9.457223892211914, -1.3818435668945312])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A2 gives 10 points. Option A3 gives 20 points. A3 is,worst.,A3,worst,1,"[(-10.329084396362305, -5.164542198181152, [-9.07979965209961, -1.2492847442626953])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A3 gives 10 points. Option A2 gives 20 points. A1 is,worst.,A1,worst,3,"[(-10.103799819946289, -5.0518999099731445, [-8.468610763549805, -1.6351890563964844])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A3 gives 10 points. Option A2 gives 20 points. A2 is,worst.,A2,worst,1,"[(-10.294878005981445, -5.147439002990723, [-8.99012565612793, -1.3047523498535156])]",13015864320,meta-llama_Llama-2-13b-hf
Option A1 gives 5 points. Option A3 gives 10 points. Option A2 gives 20 points. A3 is,worst.,A3,worst,2,"[(-10.411218643188477, -5.205609321594238, [-8.968421936035156, -1.4427967071533203])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A1 gives 10 points. Option A3 gives 20 points. A1 is,worst.,A1,worst,2,"[(-10.537775039672852, -5.268887519836426, [-8.931329727172852, -1.6064453125])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A1 gives 10 points. Option A3 gives 20 points. A2 is,worst.,A2,worst,3,"[(-9.49642562866211, -4.748212814331055, [-7.935798645019531, -1.5606269836425781])]",13015864320,meta-llama_Llama-2-13b-hf
Option A2 gives 5 points. Option A1 gives 10 points. Option A3 gives 20 points. A3 is,worst.,A3,worst,1,"[(-9.483150482177734, -4.741575241088867, [-8.13442611694336, -1.348724365234375])]",13015864320,meta-llama_Llama-2-13b-hf
